No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
57389);27417.767;0;0080;8;00;17;EE;09;19;17;19;8F
57390);27418.013;0;0081;8;40;84;88;00;00;00;00;1F
57391);27418.243;0;02A0;8;62;00;88;9D;C0;2E;36;0C
57392);27418.477;0;0329;8;D7;B1;80;8C;11;29;00;10
57393);27418.724;0;0382;8;40;FE;0F;00;00;00;00;08
57394);27418.958;0;0545;8;D8;0E;00;8A;13;00;12;00
57395);27419.202;0;00A0;8;47;7D;FA;09;00;1F;00;02
57396);27419.440;0;00A1;8;80;8D;80;80;26;00;00;00
57397);27419.686;0;04B0;8;00;00;00;00;00;40;00;80
57398);27419.936;0;0164;8;00;08;01;00;00;00;02;0B
57399);27420.177;0;04F2;8;80;00;20;30;00;00;00;CD
57400);27420.425;0;0587;8;00;00;00;00;00;00;00;0C
57401);27424.221;0;0153;8;00;80;10;FF;00;FF;A0;2E
57402);27424.457;0;0220;8;EE;13;FF;33;0C;30;04;10
57403);27424.713;0;043F;8;00;40;60;FF;7B;80;09;00
57404);27424.955;0;0370;8;FF;20;00;80;FF;00;00;A0
57405);27425.199;0;0440;8;FF;00;00;00;FF;7C;09;00
57406);27425.611;0;02B0;5;11;00;00;07;9E;-1;-1;-1
57407);27425.851;0;0165;8;E6;37;80;00;00;00;0E;5F
57408);27427.204;0;0316;8;05;19;F0;09;19;17;00;7F
57409);27427.438;0;0260;8;05;19;00;30;00;8C;59;0C
57410);27427.678;0;018F;8;00;31;19;00;00;3F;00;10
57411);27427.916;0;0080;8;00;17;F0;09;19;17;19;40
57412);27428.160;0;0081;8;40;84;88;00;00;00;00;00
57413);27428.392;0;02A0;8;02;00;88;9D;C0;2E;36;0C
57414);27428.627;0;0329;8;D7;B1;80;8C;11;29;00;10
57415);27428.861;0;0545;8;D8;0E;00;89;13;00;12;00
57416);27429.217;0;04B1;8;28;64;62;9E;00;00;00;8C
57417);27429.465;0;0164;8;00;08;01;00;00;00;03;0A
57418);27429.863;0;05A0;8;00;00;00;00;00;00;00;00
57419);27430.103;0;04F0;8;00;00;A0;00;00;0A;21;0F
57420);27434.225;0;0153;8;00;80;10;FF;00;FF;B0;3E
57421);27434.473;0;01F1;8;00;BD;00;00;00;00;00;00
57422);27434.703;0;0220;8;EF;1B;FB;33;0C;30;04;10
57423);27434.943;0;0370;8;FF;20;00;80;FF;00;00;64
57424);27435.181;0;043F;8;00;40;60;FF;7B;8C;09;00
57425);27435.425;0;0440;8;FF;50;00;00;FF;9C;09;00
57426);27435.614;0;02B0;5;12;00;00;07;BF;-1;-1;-1
57427);27435.860;0;0018;8;20;00;01;60;01;20;20;00
57428);27436.100;0;0165;8;E6;37;80;00;00;00;0F;5E
57429);27436.354;0;02C0;8;3D;00;00;00;00;00;00;00
57430);27436.590;0;0350;8;05;20;F4;54;73;00;00;F6
57431);27436.744;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
57432);27437.204;0;0316;8;05;19;F0;09;19;17;00;7F
57433);27437.439;0;0260;8;05;19;00;30;00;8C;59;1B
57434);27437.671;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
57435);27437.905;0;0080;8;00;17;F0;09;19;17;19;31
57436);27438.147;0;0081;8;40;84;88;00;00;00;00;F1
57437);27438.387;0;018F;8;00;31;19;00;00;3F;00;10
57438);27438.621;0;0329;8;D7;B1;80;8C;11;29;00;10
57439);27438.868;0;0382;8;40;FE;0F;00;00;00;00;0C
57440);27439.102;0;0545;8;D8;0E;00;89;13;00;12;00
57441);27439.348;0;04B0;8;00;40;00;00;00;40;00;80
57442);27439.594;0;0164;8;00;08;01;00;00;00;04;0D
57443);27439.758;0;05A2;4;25;00;A5;02;-1;-1;-1;-1
57444);27441.606;0;04F2;8;80;00;20;30;00;00;00;CE
57445);27444.228;0;0153;8;00;80;10;FF;00;FF;C0;4E
57446);27444.462;0;0220;8;EF;23;FC;03;0C;30;04;10
57447);27444.706;0;043F;8;00;40;60;FF;7B;98;09;00
57448);27444.950;0;0370;8;FF;20;00;80;FF;00;00;28
57449);27445.192;0;0440;8;FF;A0;00;00;FF;A4;09;00
57450);27445.651;0;02B0;5;14;00;00;07;20;-1;-1;-1
57451);27445.893;0;0110;8;D0;3C;40;09;00;00;00;00
57452);27446.133;0;0165;8;E5;37;80;00;00;00;00;52
57453);27446.997;0;0316;8;05;19;F0;09;19;17;00;7F
57454);27447.238;0;018F;8;00;31;19;00;00;3F;00;10
57455);27447.476;0;0080;8;00;17;F0;09;19;17;19;22
57456);27447.716;0;0081;8;40;84;88;00;00;00;00;E2
57457);27447.952;0;0260;8;05;19;00;30;00;8C;59;2A
57458);27448.184;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
57459);27448.418;0;0329;8;D7;B1;80;8C;11;29;00;10
57460);27448.653;0;0545;8;D8;0E;00;89;12;00;11;00
57461);27449.217;0;04B1;8;28;64;62;9E;00;00;00;8C
57462);27449.461;0;0164;8;00;08;01;00;00;00;05;0C
57463);27449.987;0;04F0;8;00;00;A2;00;00;0A;21;0F
57464);27454.221;0;0153;8;00;80;10;FF;00;FF;D0;5E
57465);27454.469;0;01F1;8;00;BD;00;00;00;00;00;00
57466);27454.703;0;0220;8;EF;2B;FE;33;0C;30;04;10
57467);27454.943;0;0370;8;FF;20;00;80;FF;00;00;EC
57468);27455.183;0;043F;8;00;40;60;FF;7B;90;09;00
57469);27455.421;0;0350;8;05;20;04;54;73;00;00;06
57470);27455.666;0;0440;8;FF;F0;00;00;FF;8C;09;00
57471);27455.904;0;0165;8;E5;37;80;00;00;00;01;53
57472);27456.088;0;02B0;5;12;00;00;07;51;-1;-1;-1
57473);27457.714;0;0316;8;05;18;FE;09;19;17;00;7F
57474);27457.954;0;018F;8;00;31;19;00;00;3F;00;10
57475);27458.194;0;0080;8;00;17;FE;09;18;17;19;43
57476);27458.437;0;0081;8;40;84;88;00;00;00;00;D3
57477);27458.673;0;0260;8;05;19;00;30;00;8C;57;3B
57478);27458.903;0;02A0;8;62;00;88;9D;C0;2E;36;0C
57479);27459.137;0;0329;8;0F;B1;80;8C;11;29;00;10
57480);27459.385;0;0382;8;40;FE;0F;00;00;00;00;00
57481);27459.631;0;04B0;8;00;80;00;00;00;40;00;80
57482);27459.879;0;0164;8;00;08;01;00;00;00;06;0F
57483);27460.120;0;04F2;8;80;00;30;30;00;00;00;CF
57484);27460.354;0;0545;8;D8;0E;00;8B;0C;00;10;00
57485);27464.220;0;0153;8;00;80;10;FF;00;FF;E0;6E
57486);27464.456;0;0220;8;EE;33;FD;03;0C;30;04;10
57487);27464.710;0;043F;8;00;40;60;FF;7B;90;09;00
57488);27464.952;0;0370;8;FF;20;00;80;FF;00;00;A0
57489);27465.194;0;0440;8;FF;00;00;00;FF;90;09;00
57490);27465.610;0;02B0;5;12;00;00;07;62;-1;-1;-1
57491);27465.848;0;0165;8;E4;37;80;00;00;00;02;51
57492);27467.179;0;0316;8;05;18;FE;09;19;17;00;7F
57493);27467.417;0;0260;8;05;19;00;30;00;8C;57;0E
57494);27467.657;0;018F;8;00;31;19;00;00;3F;00;10
57495);27467.897;0;0080;8;00;17;FE;09;18;17;19;34
57496);27468.137;0;0081;8;40;84;88;00;00;00;00;C4
57497);27468.369;0;02A0;8;02;00;88;9D;C0;2E;36;0C
57498);27468.604;0;0329;8;0F;B1;80;8C;11;29;00;10
57499);27468.840;0;0545;8;D8;0E;00;89;0D;00;11;00
57500);27469.214;0;04B1;8;28;64;62;9E;00;00;00;8C
57501);27469.458;0;0164;8;00;08;01;00;00;00;07;0E
57502);27469.966;0;04F0;8;00;00;A4;00;00;0A;21;0F
57503);27474.218;0;0153;8;00;80;10;FF;00;FF;00;8E
57504);27474.466;0;01F1;8;00;BD;00;00;00;00;00;00
57505);27474.696;0;0220;8;EE;3B;FA;13;0C;30;04;10
57506);27474.936;0;0370;8;FF;20;00;80;FF;00;00;64
57507);27475.174;0;043F;8;00;40;60;FF;7B;94;09;00
57508);27475.411;0;0350;8;05;20;14;54;73;00;00;16
57509);27475.653;0;0440;8;FF;50;00;00;FF;98;09;00
57510);27475.900;0;0018;8;20;00;01;60;01;20;20;00
57511);27476.136;0;0165;8;E3;47;80;00;00;00;03;27
57512);27476.322;0;02B0;5;11;00;00;07;43;-1;-1;-1
57513);27477.238;0;0316;8;05;18;FA;09;19;17;00;7F
57514);27477.473;0;0260;8;05;19;00;30;00;8C;57;1D
57515);27477.705;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
57516);27477.943;0;0080;8;00;17;FA;09;18;17;19;65
57517);27478.183;0;0081;8;40;84;88;00;00;00;00;B5
57518);27478.423;0;018F;8;00;31;19;00;00;3F;00;10
57519);27478.658;0;0329;8;0F;B1;80;8C;11;29;00;10
57520);27478.904;0;0382;8;40;FE;0F;00;00;00;00;04
57521);27479.136;0;0545;8;D8;0E;00;8B;0D;00;11;00
57522);27479.384;0;04B0;8;00;C0;00;00;00;40;00;80
57523);27479.632;0;0164;8;00;08;01;00;00;00;08;01
57524);27480.162;0;04F2;8;80;00;30;30;00;00;00;D0
57525);27484.222;0;0153;8;00;80;10;FF;00;FF;10;9E
57526);27484.458;0;0220;8;F0;03;FB;2B;0C;20;04;10
57527);27484.762;0;043F;8;00;40;60;FF;7B;98;09;00
57528);27485.006;0;0370;8;FF;20;00;80;FF;00;00;28
57529);27485.249;0;0440;8;FF;A0;00;00;FF;9C;09;00
57530);27485.623;0;02B0;5;12;00;00;07;04;-1;-1;-1
57531);27485.861;0;0165;8;E3;47;80;00;00;00;04;20
57532);27487.003;0;0316;8;05;18;FA;09;19;17;00;7F
57533);27487.243;0;018F;8;00;31;19;00;00;3F;00;10
57534);27487.481;0;0080;8;00;17;FA;09;18;17;19;56
57535);27487.724;0;0081;8;40;84;88;00;00;00;00;A6
57536);27487.958;0;0260;8;05;19;00;30;00;8C;57;2C
57537);27488.190;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
57538);27488.424;0;0329;8;0F;B1;80;8C;11;29;00;10
57539);27488.660;0;0545;8;D8;0E;00;8C;0C;00;10;00
57540);27489.214;0;04B1;8;28;64;62;9E;00;00;00;8C
57541);27489.461;0;0164;8;00;08;01;00;00;00;09;00
57542);27491.267;0;04F0;8;00;00;A6;00;00;0A;21;0F
57543);27491.531;0;04F1;8;C0;18;00;00;00;00;00;00
57544);27491.799;0;051A;8;00;03;00;00;00;00;00;00
57545);27492.063;0;0690;8;03;00;00;22;A0;00;11;00
57546);27494.219;0;0153;8;00;80;10;FF;00;FF;20;AE
57547);27494.467;0;01F1;8;00;BD;00;00;00;00;00;00
57548);27494.704;0;0220;8;F1;0B;01;0C;0C;10;04;10
57549);27494.944;0;0370;8;FF;20;00;80;FF;00;00;EC
57550);27495.182;0;043F;8;00;40;60;FF;7B;94;09;00
57551);27495.416;0;0350;8;05;20;24;54;73;00;00;26
57552);27495.662;0;0440;8;FF;F0;00;00;FF;94;09;00
57553);27495.836;0;0120;4;00;00;00;00;-1;-1;-1;-1
57554);27496.075;0;0165;8;E3;37;80;00;00;00;05;51
57555);27496.261;0;02B0;5;11;00;00;07;25;-1;-1;-1
57556);27496.509;0;0517;8;00;00;00;00;00;00;00;00
57557);27496.755;0;059B;8;00;00;00;00;00;00;00;4C
57558);27497.139;0;0316;8;05;18;FA;09;19;17;00;7F
57559);27497.375;0;0260;8;05;19;00;30;00;8C;57;3B
57560);27497.606;0;02A0;8;62;00;88;9D;C0;2E;36;0C
57561);27497.844;0;0080;8;00;17;FA;09;18;17;19;47
57562);27498.086;0;0081;8;40;84;88;00;00;00;00;97
57563);27498.326;0;018F;8;00;31;19;00;00;3F;00;10
57564);27498.560;0;0329;8;0F;B1;80;8C;11;29;00;10
57565);27498.806;0;0382;8;40;FE;0F;00;00;00;00;08
57566);27499.041;0;0545;8;D8;0E;00;8B;0C;00;10;00
57567);27499.289;0;04B0;8;00;00;00;40;00;40;00;80
57568);27499.537;0;0164;8;00;08;01;00;00;00;0A;03
57569);27500.161;0;04F2;8;80;00;30;30;00;00;00;D1
57570);27504.219;0;0153;8;00;80;10;FF;00;FF;30;BE
57571);27504.453;0;0220;8;F1;13;07;2C;0C;10;04;10
57572);27504.697;0;043F;8;00;40;60;FF;7B;90;09;00
57573);27504.939;0;0370;8;FF;20;00;80;FF;00;00;A0
57574);27505.181;0;0440;8;FF;00;00;00;FF;8C;09;00
57575);27505.704;0;02B0;5;14;00;00;07;46;-1;-1;-1
57576);27505.940;0;0165;8;E2;47;80;00;00;00;06;23
57577);27506.192;0;0510;8;00;00;00;00;00;00;00;00
57578);27507.210;0;0316;8;05;19;E6;09;18;17;00;7F
57579);27507.444;0;0260;8;05;18;00;30;00;8C;59;0D
57580);27507.686;0;018F;8;00;31;18;00;00;3F;00;10
57581);27507.921;0;0080;8;00;17;E6;09;19;17;18;88
57582);27508.161;0;0081;8;40;84;88;00;00;00;00;88
57583);27508.393;0;02A0;8;02;00;88;9D;C0;2E;36;0C
57584);27508.627;0;0329;8;0F;B1;80;8C;11;29;00;10
57585);27508.863;0;0545;8;D8;0E;00;8B;10;00;0F;00
57586);27509.213;0;04B1;8;28;64;62;9E;00;00;00;8C
57587);27509.460;0;0164;8;00;08;01;00;00;00;0B;02
57588);27509.998;0;04F0;8;00;00;A8;00;00;0A;21;0F
57589);27513.236;0;00A0;8;46;7E;FE;09;00;1F;00;02
57590);27513.474;0;00A1;8;80;8D;80;80;26;00;00;00
57591);27514.216;0;0153;8;00;80;10;FF;00;FF;40;CE
57592);27514.464;0;01F1;8;00;BD;00;00;00;00;00;00
57593);27514.698;0;0220;8;F1;1B;05;3C;0C;10;04;10
57594);27514.938;0;0370;8;FF;20;00;80;FF;00;00;64
57595);27515.176;0;043F;8;00;40;60;FF;7B;8C;09;00
57596);27515.410;0;0350;8;05;20;34;54;73;00;00;36
57597);27515.657;0;0440;8;FF;50;00;00;FF;8C;09;00
57598);27515.893;0;0165;8;E2;47;80;00;00;00;07;22
57599);27516.083;0;02B0;5;11;00;00;07;07;-1;-1;-1
57600);27517.193;0;0316;8;05;19;E6;09;18;17;00;7F
57601);27517.425;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
57602);27517.662;0;0329;8;40;B1;80;8C;11;29;00;10
57603);27517.898;0;0545;8;D8;0F;00;89;10;00;0F;00
57604);27518.132;0;0080;8;00;17;E6;09;19;17;18;79
57605);27518.372;0;0081;8;40;84;88;00;00;00;00;79
57606);27518.614;0;018F;8;00;31;18;00;00;3F;00;10
57607);27518.848;0;0260;8;05;18;00;30;00;8C;59;1C
57608);27519.095;0;0382;8;40;FE;0F;00;00;00;00;0C
57609);27519.341;0;04B0;8;00;40;00;40;00;40;00;80
57610);27519.587;0;0164;8;00;08;01;00;00;00;0C;05
57611);27519.833;0;0587;8;00;00;00;00;00;00;00;0D
57612);27520.075;0;04F2;8;80;00;30;30;00;00;00;D2
57613);27524.223;0;0153;8;00;80;10;FF;00;FF;50;DE
57614);27524.455;0;0220;8;F1;23;FE;1B;0C;30;01;10
57615);27524.721;0;043F;8;00;40;60;FF;7B;90;09;00
57616);27524.965;0;0370;8;FF;20;00;80;FF;00;00;28
57617);27525.208;0;0440;8;FF;A0;00;00;FF;94;09;00
57618);27525.682;0;02B0;5;11;00;00;07;F8;-1;-1;-1
57619);27525.918;0;0165;8;E3;37;80;00;00;00;08;5C
57620);27526.986;0;0316;8;05;19;E4;09;18;17;00;7F
57621);27527.228;0;018F;8;00;31;18;00;00;3F;00;10
57622);27527.464;0;0080;8;00;17;E4;09;19;17;18;8A
57623);27527.707;0;0081;8;40;84;88;00;00;00;00;6A
57624);27527.945;0;0260;8;05;18;00;30;00;8C;59;2B
57625);27528.177;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
57626);27528.413;0;0329;8;40;B1;80;8C;11;29;00;10
57627);27528.649;0;0545;8;D8;0F;00;89;11;00;10;00
57628);27529.211;0;04B1;8;28;64;62;9E;00;00;00;8C
57629);27529.459;0;0164;8;00;08;01;00;00;00;0D;04
57630);27529.960;0;04F0;8;00;00;AA;00;00;0A;21;0F
57631);27534.215;0;0153;8;00;80;10;FF;00;FF;60;EE
57632);27534.463;0;01F1;8;00;BD;00;00;00;00;00;00
57633);27534.695;0;0220;8;F1;2B;FB;3B;0C;10;FF;0F
57634);27534.935;0;0370;8;FF;20;00;80;FF;00;00;EC
57635);27535.173;0;043F;8;00;40;60;FF;7B;94;09;00
57636);27535.407;0;0350;8;05;20;44;54;73;00;00;46
57637);27535.661;0;02C0;8;3D;00;00;00;00;00;00;00
57638);27535.897;0;0165;8;E3;37;80;00;00;00;09;5D
57639);27536.085;0;02B0;5;12;00;00;07;D9;-1;-1;-1
57640);27536.329;0;0440;8;FF;F0;00;00;FF;9C;09;00
57641);27536.484;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
57642);27537.078;0;0316;8;05;19;E4;09;18;17;00;7F
57643);27537.320;0;018F;8;00;31;18;00;00;3F;00;10
57644);27537.558;0;0260;8;05;18;00;30;00;8C;59;3A
57645);27537.793;0;0080;8;00;17;E4;09;19;17;18;7B
57646);27538.033;0;0081;8;40;84;88;00;00;00;00;5B
57647);27538.263;0;02A0;8;62;00;88;9D;C0;2E;36;0C
57648);27538.499;0;0329;8;40;B1;80;8C;11;29;00;10
57649);27538.747;0;0382;8;40;FE;0F;00;00;00;00;00
57650);27538.983;0;0545;8;D8;0F;00;89;11;00;10;00
57651);27539.251;0;04B0;8;00;80;00;40;00;40;00;80
57652);27539.498;0;0164;8;00;08;01;00;00;00;0E;07
57653);27541.538;0;04F2;8;80;00;30;30;00;00;00;D3
57654);27544.218;0;0153;8;00;80;10;FF;00;FF;70;FE
57655);27544.450;0;0220;8;EE;33;FC;1B;0C;30;04;10
57656);27544.712;0;043F;8;00;40;60;FF;7B;90;09;00
57657);27544.954;0;0370;8;FF;20;00;80;FF;00;00;A0
57658);27545.196;0;0440;8;FF;00;00;00;FF;8C;09;00
57659);27545.678;0;02B0;5;12;00;00;07;EA;-1;-1;-1
57660);27545.920;0;0110;8;D0;3C;40;09;00;00;00;00
57661);27546.159;0;0165;8;E4;27;80;00;00;00;0A;49
57662);27547.183;0;0316;8;05;19;E4;09;18;17;00;7F
57663);27547.417;0;0260;8;05;18;00;30;00;8C;59;0D
57664);27547.659;0;018F;8;00;31;18;00;00;3F;00;10
57665);27547.893;0;0080;8;00;17;E4;09;19;17;18;6C
57666);27548.136;0;0081;8;40;84;88;00;00;00;00;4C
57667);27548.368;0;02A0;8;02;00;88;9D;C0;2E;36;0C
57668);27548.604;0;0329;8;40;B1;80;8C;11;29;00;10
57669);27548.840;0;0545;8;D8;0F;00;89;10;00;0F;00
57670);27549.210;0;04B1;8;28;64;62;9E;00;00;00;8C
57671);27549.456;0;0164;8;00;08;01;00;00;00;0F;06
57672);27549.980;0;04F0;8;00;00;AC;00;00;0A;21;0F
57673);27554.218;0;0153;8;00;80;10;FF;00;FF;80;0E
57674);27554.466;0;01F1;8;00;BD;00;00;00;00;00;00
57675);27554.697;0;0220;8;EC;3B;FD;1B;0C;30;02;10
57676);27554.937;0;0370;8;FF;20;00;80;FF;00;00;64
57677);27555.175;0;043F;8;00;40;60;FF;7B;8C;09;00
57678);27555.409;0;0350;8;05;20;54;54;73;00;00;56
57679);27555.653;0;0440;8;FF;50;00;00;FF;88;09;00
57680);27555.889;0;0165;8;E4;27;80;00;00;00;0B;48
57681);27556.062;0;0050;4;00;83;10;00;-1;-1;-1;-1
57682);27556.248;0;02B0;5;11;00;00;07;CB;-1;-1;-1
57683);27557.188;0;0316;8;05;19;F8;09;19;17;00;7F
57684);27557.422;0;0260;8;05;19;00;30;00;8C;59;1B
57685);27557.654;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
57686);27557.891;0;0080;8;00;17;F8;09;19;17;19;FD
57687);27558.131;0;0081;8;40;84;88;00;00;00;00;3D
57688);27558.371;0;018F;8;00;31;19;00;00;3F;00;10
57689);27558.603;0;0329;8;40;B1;80;8C;11;2A;00;10
57690);27558.849;0;0382;8;40;FE;0F;00;00;00;00;04
57691);27559.084;0;0545;8;D8;0F;00;8A;11;00;10;00
57692);27559.330;0;04B0;8;00;C0;00;40;00;40;00;80
57693);27559.578;0;0164;8;00;08;01;00;00;00;00;09
57694);27559.720;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
57695);27560.094;0;04F2;8;80;00;40;30;00;00;00;D4
57696);27564.220;0;0153;8;00;80;10;FF;00;FF;90;1E
57697);27564.456;0;0220;8;ED;03;FD;03;0C;30;02;10
57698);27564.700;0;043F;8;00;40;60;FF;7B;90;09;00
57699);27564.944;0;0370;8;FF;20;00;80;FF;00;00;28
57700);27565.186;0;0440;8;FF;A0;00;00;FF;98;09;00
57701);27565.671;0;02B0;5;11;00;00;07;BC;-1;-1;-1
57702);27565.917;0;0018;8;20;00;01;60;01;20;20;00
57703);27566.155;0;0165;8;E4;37;80;00;00;00;0C;5F
57704);27567.301;0;0316;8;05;19;FC;09;19;17;00;7F
57705);27567.538;0;0260;8;05;19;00;30;00;8C;59;2A
57706);27567.778;0;018F;8;00;31;19;00;00;3F;00;10
57707);27568.012;0;0080;8;00;17;FC;09;19;17;19;AE
57708);27568.254;0;0081;8;40;84;88;00;00;00;00;2E
57709);27568.486;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
57710);27568.722;0;0329;8;40;B1;80;8C;11;29;00;10
57711);27568.957;0;0545;8;D8;0F;00;8B;12;00;11;00
57712);27569.211;0;04B1;8;28;64;62;9E;00;00;00;8C
57713);27569.459;0;0164;8;00;08;01;00;00;00;01;08
57714);27570.031;0;04F0;8;00;00;AE;00;00;0A;21;0F
57715);27574.213;0;0153;8;00;80;10;FF;00;FF;A0;2E
57716);27574.461;0;01F1;8;00;BD;00;00;00;00;00;00
57717);27574.693;0;0220;8;F0;0B;FE;23;0C;20;02;10
57718);27574.933;0;0370;8;FF;20;00;80;FF;00;00;EC
57719);27575.171;0;043F;8;00;40;60;FF;7B;94;09;00
57720);27575.417;0;0440;8;FF;F0;00;00;FF;98;09;00
57721);27575.652;0;0350;8;05;20;64;54;73;00;00;66
57722);27575.888;0;0165;8;E3;37;80;00;00;00;0D;59
57723);27576.074;0;02B0;5;13;00;00;07;8D;-1;-1;-1
57724);27577.012;0;0316;8;05;19;FC;09;19;17;00;7F
57725);27577.252;0;018F;8;00;31;19;00;00;3F;00;10
57726);27577.491;0;0080;8;00;17;FC;09;19;17;19;9F
57727);27577.737;0;0081;8;40;84;88;00;00;00;00;1F
57728);27577.973;0;0260;8;05;19;00;30;00;8C;59;39
57729);27578.203;0;02A0;8;62;00;88;9D;C0;2E;36;0C
57730);27578.433;0;0329;8;84;B1;80;8C;11;29;00;10
57731);27578.679;0;0382;8;40;FE;0F;00;00;00;00;08
57732);27578.914;0;0545;8;D8;0F;00;8B;12;00;11;00
57733);27579.252;0;04B0;8;00;00;00;80;00;40;00;80
57734);27579.502;0;0164;8;00;08;01;00;00;00;02;0B
57735);27580.022;0;04F2;8;80;00;40;30;00;00;00;D5
57736);27584.216;0;0153;8;00;80;10;FF;00;FF;B0;3E
57737);27584.454;0;0220;8;F1;13;01;04;0C;10;02;10
57738);27584.746;0;043F;8;00;40;60;FF;7B;90;09;00
57739);27584.988;0;0370;8;FF;20;00;80;FF;00;00;A0
57740);27585.230;0;0440;8;FF;00;00;00;FF;90;09;00
57741);27585.687;0;02B0;5;12;00;00;07;AE;-1;-1;-1
57742);27585.923;0;0165;8;E3;37;80;00;00;00;0E;5A
57743);27587.191;0;0316;8;05;19;FC;09;19;17;00;7F
57744);27587.425;0;0260;8;05;19;00;30;00;8C;59;0C
57745);27587.665;0;018F;8;00;31;19;00;00;3F;00;10
57746);27587.903;0;0080;8;00;17;FC;09;19;17;19;80
57747);27588.148;0;0081;8;40;84;88;00;00;00;00;00
57748);27588.380;0;02A0;8;02;00;88;9D;C0;2E;36;0C
57749);27588.610;0;0329;8;84;B1;80;8C;11;29;00;10
57750);27588.844;0;0545;8;D8;0F;00;8B;11;00;10;00
57751);27589.208;0;04B1;8;28;64;62;9E;00;00;00;8C
57752);27589.456;0;0164;8;00;08;01;00;00;00;03;0A
57753);27591.276;0;04F0;8;00;00;B0;00;00;0A;21;0F
57754);27591.545;0;04F1;8;C0;18;00;00;00;00;00;00
57755);27591.805;0;0690;8;03;00;00;22;A0;00;15;00
57756);27594.218;0;0153;8;00;80;10;FF;00;FF;C0;4E
57757);27594.466;0;01F1;8;00;BD;00;00;00;00;00;00
57758);27594.698;0;0220;8;EF;1B;06;14;0C;20;02;10
57759);27594.938;0;0370;8;FF;20;00;80;FF;00;00;64
57760);27595.178;0;043F;8;00;40;60;FF;7B;90;09;00
57761);27595.416;0;0350;8;05;20;74;54;73;00;00;76
57762);27595.663;0;0440;8;FF;50;00;00;FF;90;09;00
57763);27595.901;0;0165;8;E2;47;80;00;00;00;0F;2A
57764);27596.085;0;02B0;5;11;00;00;07;8F;-1;-1;-1
57765);27596.333;0;059B;8;00;00;00;00;00;00;00;00
57766);27598.015;0;0316;8;05;19;FC;09;19;17;00;7F
57767);27598.255;0;018F;8;00;31;19;00;00;3F;00;10
57768);27598.489;0;0080;8;00;17;FC;09;19;17;19;71
57769);27598.732;0;0081;8;40;84;88;00;00;00;00;F1
57770);27598.966;0;0260;8;05;19;00;30;00;8C;59;1B
57771);27599.198;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
57772);27599.428;0;0329;8;84;B1;80;8C;11;29;00;10
57773);27599.674;0;0382;8;40;FE;0F;00;00;00;00;0C
57774);27599.918;0;04B0;8;00;40;00;80;00;40;00;80
57775);27600.165;0;0164;8;00;08;01;00;00;00;04;0D
57776);27600.405;0;04F2;8;80;00;40;30;00;00;00;D6
57777);27600.647;0;0545;8;D8;0F;00;8A;0F;00;10;00
57778);27604.221;0;0153;8;00;80;10;FF;00;FF;D0;5E
57779);27604.459;0;0220;8;F0;23;06;04;0C;10;02;10
57780);27604.701;0;043F;8;00;40;60;FF;7B;8C;09;00
57781);27604.945;0;0370;8;FF;20;00;80;FF;00;00;28
57782);27605.185;0;0440;8;FF;A0;00;00;FF;8C;09;00
57783);27605.641;0;02B0;5;12;00;00;07;40;-1;-1;-1
57784);27605.879;0;0165;8;E1;47;80;00;00;00;00;26
57785);27606.132;0;0510;8;00;00;00;00;00;00;00;00
57786);27606.996;0;0316;8;05;19;DA;09;19;17;00;7F
57787);27607.236;0;018F;8;00;31;19;00;00;3F;00;10
57788);27607.470;0;0080;8;00;17;DA;09;19;17;19;A2
57789);27607.710;0;0081;8;40;84;88;00;00;00;00;E2
57790);27607.946;0;0260;8;05;19;00;30;00;8C;59;2A
57791);27608.179;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
57792);27608.409;0;0329;8;84;B1;80;8C;11;29;00;10
57793);27608.641;0;0545;8;D8;0F;00;8A;11;00;11;00
57794);27609.209;0;04B1;8;28;64;62;9E;00;00;00;8C
57795);27609.453;0;0164;8;00;08;01;00;00;00;05;0C
57796);27610.011;0;04F0;8;00;00;B2;00;00;0A;21;0F
57797);27611.407;0;00A0;8;46;7E;FE;09;00;1F;00;02
57798);27611.646;0;00A1;8;80;8D;80;80;26;00;00;00
57799);27614.214;0;0153;8;00;80;10;FF;00;FF;E0;6E
57800);27614.462;0;01F1;8;00;BD;00;00;00;00;00;00
57801);27614.700;0;0220;8;F1;2B;00;14;0C;10;02;10
57802);27614.940;0;0370;8;FF;20;00;80;FF;00;00;EC
57803);27615.180;0;043F;8;00;40;60;FF;7B;88;09;00
57804);27615.414;0;0350;8;05;20;84;54;73;00;00;86
57805);27615.662;0;0440;8;FF;F0;00;00;FF;88;09;00
